STATE,ST_CASE,VEH_NO,MDRMANAV
34,340185,1,0
34,340186,1,0
34,340187,1,0
34,340189,1,0
34,340190,1,0
34,340190,2,0
34,340191,1,0
34,340191,2,4
34,340192,1,0
34,340193,1,0
34,340195,1,0
34,340196,1,0
34,340196,2,0
34,340196,3,0
34,340197,1,0
34,340197,2,0
34,340198,1,0
34,340198,2,0
34,340199,1,0
34,340199,2,0
34,340201,1,0
34,340201,2,0
34,340202,1,0
34,340203,1,0
34,340204,1,0
34,340205,1,0
34,340205,2,0
34,340206,1,0
34,340206,2,0
34,340207,1,4
34,340208,1,0
34,340209,1,0
34,340209,2,0
34,340209,3,0
34,340210,1,0
34,340210,2,0
34,340211,1,0
34,340211,2,0
34,340212,1,0
34,340212,2,0
34,340213,1,0
34,340213,2,0
34,340214,1,0
34,340215,1,0
34,340216,1,0
34,340217,1,0
34,340218,1,0
34,340218,2,0
34,340219,1,0
34,340220,1,0
34,340220,2,0
34,340220,3,0
34,340221,1,0
34,340222,1,0
34,340222,2,4
34,340222,3,0
34,340222,4,0
34,340223,1,0
34,340224,1,0
34,340224,2,0
34,340225,1,0
34,340225,2,0
34,340226,1,0
34,340227,1,0
34,340228,1,0
34,340229,1,0
34,340230,1,0
34,340230,2,0
34,340231,1,0
34,340232,1,0
34,340232,2,0
34,340232,3,0
34,340233,1,0
34,340234,1,99
34,340235,1,0
34,340237,1,0
34,340237,2,0
34,340238,1,0
34,340238,2,0
34,340240,1,0
34,340241,1,0
34,340242,1,0
34,340243,1,0
34,340243,2,0
34,340244,1,0
34,340245,1,0
34,340246,1,0
34,340247,1,0
34,340248,1,0
34,340249,2,0
34,340250,2,0
34,340251,1,0
34,340252,1,0
34,340253,1,0
34,340254,1,0
34,340254,2,0
34,340254,3,0
34,340255,1,0
34,340255,2,0
34,340255,3,0
34,340256,1,0
34,340257,1,0
34,340257,2,0
34,340258,1,0
34,340259,1,0
34,340260,1,0
34,340261,1,0
34,340261,2,0
34,340261,3,0
34,340262,1,0
34,340262,2,0
34,340263,1,0
34,340263,2,0
34,340263,3,0
34,340264,1,0
34,340265,1,0
34,340266,1,0
34,340267,1,0
34,340268,1,0
34,340268,2,0
34,340269,1,0
34,340270,1,4
34,340270,2,0
34,340272,1,0
34,340272,2,0
34,340273,1,0
34,340274,1,0
34,340275,1,0
34,340276,1,0
34,340277,1,0
34,340277,2,0
34,340278,1,0
34,340279,1,0
34,340280,1,0
34,340281,1,0
34,340282,1,0
34,340282,2,0
34,340283,1,0
34,340283,2,0
34,340283,3,0
34,340283,4,0
34,340283,5,4
34,340284,1,0
34,340285,1,0
34,340285,2,0
34,340286,1,0
34,340287,1,0
34,340288,1,0
34,340288,2,0
34,340289,1,0
34,340289,2,0
34,340290,1,0
34,340290,2,0
34,340290,3,0
34,340291,1,0
34,340291,2,0
34,340291,3,0
34,340291,4,0
34,340292,1,0
34,340292,2,0
34,340293,1,0
34,340293,2,0
34,340294,1,0
34,340294,2,0
34,340294,3,0
34,340295,1,0
34,340296,1,0
34,340297,1,0
34,340298,1,99
34,340298,2,0
34,340299,1,0
34,340299,2,0
34,340300,1,0
34,340301,1,0
34,340302,1,0
34,340303,1,0
34,340303,2,0
34,340304,1,0
34,340304,2,0
34,340305,1,0
34,340306,1,0
34,340306,2,4
34,340307,1,0
34,340308,1,0
34,340308,2,0
34,340308,3,0
34,340308,4,0
34,340309,1,0
34,340310,1,0
34,340311,1,0
34,340312,1,0
34,340313,1,0
34,340314,1,0
34,340315,1,0
34,340316,1,0
34,340317,1,0
34,340317,2,0
34,340317,3,0
34,340318,1,1
34,340319,1,1
34,340319,2,1
34,340320,1,0
34,340321,1,0
34,340322,1,0
34,340323,1,0
34,340324,1,0
34,340324,2,0
34,340325,1,0
34,340326,1,0
34,340327,1,0
34,340328,1,0
34,340329,1,0
34,340330,1,0
34,340330,2,0
34,340330,3,0
34,340331,1,0
34,340332,1,0
34,340333,1,0
34,340333,2,0
34,340334,1,0
34,340335,1,0
34,340336,1,0
34,340337,1,0
34,340337,2,0
34,340338,1,0
34,340339,1,0
34,340340,1,0
34,340340,2,0
34,340341,1,0
34,340342,1,0
34,340343,1,0
34,340343,2,0
34,340344,1,0
34,340345,1,0
34,340346,1,0
34,340346,2,0
34,340347,1,0
34,340348,1,0
34,340349,1,0
34,340350,1,0
34,340351,1,0
34,340352,1,0
34,340353,1,0
34,340354,1,0
34,340354,2,0
34,340354,3,0
34,340355,1,0
34,340355,2,0
34,340355,3,0
34,340355,4,0
34,340356,1,0
34,340356,2,0
34,340357,1,0
34,340357,2,0
34,340358,1,0
34,340359,1,0
34,340359,2,0
34,340359,3,0
34,340360,1,0
34,340361,1,0
34,340362,1,5
34,340363,1,0
34,340364,1,0
34,340364,2,0
34,340365,1,0
34,340365,2,0
34,340366,1,0
34,340367,1,0
34,340367,2,0
34,340368,1,0
34,340369,1,0
34,340370,1,0
34,340370,2,0
34,340371,1,0
34,340371,2,0
34,340372,1,0
34,340372,2,0
34,340373,1,0
34,340374,1,0
34,340374,2,0
34,340375,1,0
34,340376,1,0
34,340377,1,0
34,340377,2,0
34,340377,3,0
34,340378,1,0
34,340379,1,0
34,340379,2,0
34,340380,1,0
34,340380,2,0
34,340381,1,0
34,340381,2,0
34,340382,1,0
34,340383,1,0
34,340383,2,0
34,340384,1,0
34,340385,1,0
34,340385,2,0
34,340386,1,0
34,340386,2,0
34,340387,1,0
34,340387,2,0
34,340387,3,0
34,340389,1,0
34,340390,1,0
34,340390,2,0
34,340391,1,0
34,340391,2,0
34,340392,1,0
34,340392,2,0
34,340392,3,0
34,340393,1,0
34,340394,1,0
34,340394,2,0
34,340395,1,0
34,340395,2,0
34,340396,1,0
34,340397,1,0
34,340398,1,0
34,340399,1,0
34,340400,1,0
34,340402,1,0
34,340402,2,0
34,340403,1,0
34,340404,1,0
34,340405,1,0
34,340405,2,0
34,340405,3,0
34,340406,1,0
34,340407,1,0
34,340407,2,0
34,340408,1,0
34,340408,2,0
34,340408,3,0
34,340408,4,0
34,340410,1,0
34,340411,1,0
34,340411,2,0
34,340412,1,0
34,340413,1,0
34,340414,1,0
34,340416,1,0
34,340417,1,0
34,340417,2,0
34,340418,1,0
34,340419,1,0
34,340419,2,0
34,340419,3,0
34,340420,1,0
34,340422,1,0
34,340423,1,0
34,340424,1,0
34,340424,2,0
34,340425,1,0
34,340426,1,0
34,340427,1,0
34,340427,2,0
34,340428,1,0
34,340429,1,0
34,340430,1,0
34,340430,2,0
34,340431,1,0
34,340432,1,0
34,340432,2,0
34,340433,1,0
34,340433,2,0
34,340434,1,0
34,340435,1,5
34,340436,1,0
34,340437,1,0
34,340437,2,0
34,340438,1,0
34,340439,1,0
34,340440,1,0
34,340441,1,0
34,340441,2,0
34,340442,1,0
34,340442,2,0
34,340443,1,0
34,340444,1,0
34,340444,2,0
34,340445,1,0
34,340446,1,0
34,340447,1,0
34,340448,1,0
34,340449,1,0
34,340449,2,0
34,340451,1,0
34,340452,1,0
34,340453,1,0
34,340453,2,0
34,340454,1,0
34,340455,1,0
34,340455,2,0
34,340456,1,0
34,340457,1,0
34,340458,1,0
34,340458,2,0
34,340458,3,0
34,340459,1,5
34,340460,1,0
34,340461,1,0
34,340462,1,0
34,340463,1,0
34,340464,1,0
34,340465,1,0
34,340466,1,0
34,340467,1,0
34,340467,2,0
34,340468,1,0
34,340469,1,0
34,340470,1,0
34,340471,1,0
34,340471,2,0
34,340472,1,0
34,340473,1,0
34,340473,2,0
34,340473,3,0
34,340473,4,0
34,340474,1,0
34,340475,1,0
34,340475,2,0
34,340476,1,0
34,340477,1,0
34,340478,1,0
34,340479,1,0
34,340479,2,0
34,340480,1,0
34,340480,2,4
34,340481,1,0
34,340482,1,0
34,340482,2,0
34,340483,1,0
34,340483,2,0
34,340484,1,0
34,340485,1,0
34,340486,1,0
34,340486,2,0
34,340487,1,0
34,340487,2,0
34,340488,1,0
34,340489,1,0
34,340489,2,0
34,340490,1,0
34,340491,1,0
34,340492,1,0
34,340492,2,0
34,340493,1,0
34,340494,1,0
34,340494,2,0
34,340495,1,0
34,340496,1,0
34,340496,2,0
34,340497,1,0
34,340497,2,0
34,340497,3,0
34,340497,4,0
34,340498,1,0
34,340499,1,0
34,340500,1,0
34,340501,1,0
34,340502,1,0
34,340503,1,0
34,340504,1,0
34,340505,1,0
34,340505,2,0
34,340506,1,0
34,340506,2,0
34,340507,1,0
34,340508,1,0
34,340509,1,0
34,340509,2,0
34,340510,1,0
34,340511,1,0
34,340512,1,0
34,340513,1,0
34,340514,1,0
34,340515,1,0
34,340516,1,0
34,340517,1,0
34,340518,1,0
34,340519,1,0
34,340520,1,0
34,340521,1,0
34,340522,1,0
34,340523,1,0
34,340523,2,0
34,340524,1,0
34,340525,1,0
34,340526,1,0
34,340527,1,0
34,340528,1,0
34,340528,2,0
34,340529,1,0
34,340530,1,0
34,340531,1,0
34,340532,1,0
34,340533,1,0
34,340534,1,0
34,340534,2,0
34,340535,1,0
34,340536,1,0
34,340537,1,95
34,340537,2,0
34,340537,3,0
34,340538,1,0
34,340539,1,0
34,340540,1,0
34,340540,2,0
34,340541,1,0
34,340542,1,0
34,340542,2,0
34,340543,1,0
34,340544,1,0
34,340544,2,0
34,340545,1,0
34,340545,2,0
34,340546,1,0
34,340546,2,0
34,340547,1,0
34,340548,1,0
34,340549,1,0
34,340549,2,0
34,340550,1,4
34,340550,2,0
34,340550,3,0
34,340551,1,0
34,340552,1,0
34,340553,1,0
34,340554,1,0
34,340554,2,0
34,340555,1,0
34,340555,2,0
34,340556,1,0
34,340557,1,0
34,340558,1,0
34,340559,1,0
34,340560,1,0
34,340560,2,0
34,340560,3,0
34,340561,1,0
34,340562,1,0
34,340563,1,0
34,340564,1,0
34,340564,2,0
34,340565,1,0
34,340565,2,0
34,340566,1,0
34,340567,1,0
34,340568,1,0
34,340569,1,0
34,340570,1,0
34,340571,1,0
34,340572,1,0
35,350001,1,0
35,350002,1,0
35,350003,1,0
35,350004,1,99
35,350005,1,0
35,350006,1,0
35,350006,2,0
35,350007,1,0
35,350007,2,0
35,350008,1,0
35,350009,1,98
35,350010,1,0
35,350011,1,0
35,350012,1,0
35,350012,2,0
35,350013,1,0
35,350013,2,0
35,350014,1,0
35,350015,1,0
35,350016,1,0
35,350016,2,0
35,350017,1,0
35,350017,2,0
35,350018,1,0
35,350019,1,0
35,350020,1,0
35,350021,1,0
35,350022,1,0
35,350022,2,0
35,350023,1,0
35,350025,1,0
35,350026,1,0
35,350026,2,0
35,350027,1,0
35,350028,1,0
35,350028,2,0
35,350029,1,0
35,350029,2,0
35,350030,1,0
35,350031,1,0
35,350032,1,0
35,350033,1,0
35,350034,1,0
35,350035,1,0
35,350035,2,0
35,350036,1,0
35,350037,1,0
35,350038,1,0
35,350038,2,0
35,350039,1,0
35,350040,1,0
35,350041,1,0
35,350041,2,0
35,350042,1,0
35,350044,1,0
35,350045,1,0
35,350045,2,4
35,350046,1,0
35,350046,2,0
35,350046,3,0
35,350047,1,0
35,350047,2,0
35,350048,1,0
35,350049,1,0
35,350049,2,0
35,350050,1,0
35,350051,1,0
35,350052,1,0
35,350053,1,0
35,350053,2,0
35,350054,1,0
35,350055,1,0
35,350056,1,0
35,350056,2,0
35,350057,1,0
35,350058,1,0
35,350059,1,0
35,350059,2,0
35,350060,1,0
35,350061,1,5
35,350062,1,0
35,350062,2,0
35,350063,1,0
35,350063,2,0
35,350064,1,0
35,350065,1,0
35,350066,1,0
35,350067,1,0
35,350068,1,0
35,350069,1,0
35,350070,1,0
35,350071,1,0
35,350071,2,0
35,350072,1,0
35,350072,2,0
35,350073,1,0
35,350074,1,0
35,350075,1,0
35,350076,1,0
35,350077,1,0
35,350078,1,0
35,350079,1,0
35,350080,1,0
35,350080,2,0
35,350080,3,0
35,350081,1,0
35,350082,1,0
35,350083,1,0
35,350083,2,0
35,350084,1,0
35,350084,2,0
35,350085,1,0
35,350085,2,0
35,350086,1,0
35,350086,2,0
35,350087,1,0
35,350088,1,0
35,350089,1,0
35,350090,1,0
35,350091,1,0
35,350091,2,0
35,350092,1,0
35,350092,2,0
35,350092,3,0
35,350093,1,0
35,350094,1,0
35,350095,1,0
35,350096,1,0
35,350097,1,0
35,350098,1,0
35,350099,1,0
35,350099,2,0
35,350099,3,0
35,350100,1,0
35,350101,1,0
35,350102,1,0
35,350103,1,0
35,350104,1,0
35,350105,1,0
35,350106,1,99
35,350107,1,0
35,350108,1,0
35,350109,1,0
35,350110,1,0
35,350111,1,0
35,350112,1,0
35,350112,2,0
35,350113,1,0
35,350114,1,0
35,350115,1,5
35,350116,1,0
35,350116,2,0
35,350117,1,0
35,350118,1,0
35,350118,2,0
35,350118,3,0
35,350119,1,4
35,350119,2,0
35,350120,1,0
35,350121,1,0
35,350122,1,0
35,350123,1,0
35,350123,2,0
35,350124,1,0
35,350125,1,0
35,350125,2,0
35,350126,1,0
35,350127,1,99
35,350128,1,0
35,350129,1,0
35,350130,1,0
35,350130,2,0
35,350131,1,98
35,350132,1,0
35,350134,1,0
35,350134,2,0
35,350134,3,0
35,350134,4,98
35,350135,1,0
35,350136,1,0
35,350137,1,0
35,350138,1,0
35,350138,2,0
35,350139,1,0
35,350139,2,0
35,350139,3,0
35,350140,1,92
35,350141,1,99
35,350141,2,99
35,350142,1,0
35,350143,1,0
35,350144,1,0
35,350145,1,0
35,350146,1,0
35,350147,1,0
35,350147,2,0
35,350147,3,0
35,350149,1,0
35,350150,1,0
35,350151,1,0
35,350152,1,0
35,350153,1,0
35,350154,1,4
35,350155,1,0
35,350155,2,0
35,350156,1,0
35,350157,1,0
35,350158,1,0
35,350158,2,0
35,350159,1,0
35,350159,2,0
35,350160,1,0
35,350160,2,0
35,350161,1,0
35,350162,1,4
35,350162,2,4
35,350163,1,4
35,350163,2,0
35,350164,1,0
35,350165,1,0
35,350166,1,0
35,350166,2,4
35,350166,3,0
35,350167,1,0
35,350168,1,4
35,350168,2,0
35,350169,1,5
35,350170,1,0
35,350171,1,0
35,350172,1,5
35,350173,1,0
35,350174,1,0
35,350175,1,0
35,350175,2,4
35,350176,1,0
35,350176,2,4
35,350177,1,0
35,350177,2,4
35,350178,1,0
35,350178,2,4
35,350179,1,0
35,350180,1,4
35,350181,1,0
35,350181,2,0
35,350182,1,0
35,350182,2,0
35,350182,3,0
35,350182,4,4
35,350183,1,0
35,350183,2,0
35,350184,1,0
35,350184,2,0
35,350185,1,0
35,350185,2,0
35,350186,1,0
35,350186,2,4
35,350187,1,0
35,350187,2,4
35,350188,1,0
35,350188,2,0
35,350189,1,0
35,350189,2,0
35,350190,1,0
35,350191,1,0
35,350192,1,0
35,350193,1,0
35,350194,1,0
35,350195,1,2
35,350196,1,0
35,350197,1,0
35,350197,2,92
35,350198,1,0
35,350199,1,0
35,350199,2,0
35,350200,1,92
35,350201,1,0
35,350202,1,0
35,350203,1,0
35,350204,1,0
35,350205,1,0
35,350206,1,0
35,350207,1,0
35,350208,1,0
35,350209,1,2
35,350210,1,0
35,350211,1,0
35,350212,1,0
35,350213,1,0
35,350214,1,0
35,350215,1,0
35,350216,1,0
35,350217,1,0
35,350218,1,4
35,350218,2,0
35,350220,1,0
35,350220,2,0
35,350220,3,0
35,350221,1,0
35,350222,1,0
35,350222,2,0
35,350223,1,0
35,350224,1,0
35,350225,1,0
35,350225,2,0
35,350225,3,0
35,350226,1,3
35,350227,1,0
35,350227,2,0
35,350227,3,0
35,350228,1,0
35,350229,1,0
35,350230,1,0
35,350231,1,0
35,350231,2,0
35,350232,1,0
35,350232,2,0
35,350233,1,0
35,350233,2,0
35,350234,1,0
35,350235,1,0
35,350236,1,0
35,350236,2,4
35,350237,1,92
35,350238,1,0
35,350239,1,0
35,350240,1,0
35,350241,1,0
35,350242,1,0
35,350243,1,0
35,350244,1,4
35,350244,2,0
35,350245,1,0
35,350246,1,0
35,350247,1,0
35,350248,1,0
35,350249,1,0
35,350250,1,0
35,350250,2,0
35,350251,1,0
35,350252,1,0
35,350253,1,0
35,350254,1,0
35,350255,1,0
35,350255,2,0
35,350255,3,0
35,350256,1,0
35,350257,1,0
35,350258,1,0
35,350259,1,0
35,350260,1,0
35,350260,2,0
35,350260,3,0
35,350261,1,0
35,350262,1,0
35,350262,2,0
35,350262,3,0
35,350263,1,0
35,350263,2,0
35,350264,1,0
35,350265,1,0
35,350266,1,0
35,350267,1,4
35,350267,2,0
35,350268,1,2
35,350269,1,0
35,350270,1,0
35,350270,2,0
35,350271,1,0
35,350272,1,0
35,350273,1,0
35,350274,1,0
35,350275,1,0
35,350275,2,0
35,350276,1,0
35,350276,2,0
35,350277,1,0
35,350277,2,0
35,350278,1,0
35,350278,2,0
35,350279,1,0
35,350279,2,0
35,350279,3,0
35,350280,1,0
35,350281,1,0
35,350282,1,0
35,350283,1,98
35,350284,1,0
35,350284,2,0
35,350285,1,0
35,350285,2,0
35,350286,1,0
35,350287,1,99
35,350288,1,0
35,350288,2,0
35,350289,1,0
35,350290,1,0
35,350291,1,0
35,350292,1,0
35,350293,1,0
35,350294,1,0
35,350295,1,0
35,350295,2,0
35,350296,1,0
35,350296,2,0
35,350297,1,0
35,350297,2,4
35,350297,3,0
35,350298,1,0
35,350299,1,0
35,350299,2,0
35,350300,1,0
35,350301,1,0
35,350302,1,0
35,350302,2,4
35,350303,1,0
35,350304,1,5
35,350305,1,0
35,350305,2,0
35,350306,1,0
35,350307,1,0
35,350308,1,0
35,350309,1,0
35,350310,1,0
35,350310,2,0
35,350311,1,0
35,350311,2,0
35,350312,1,0
35,350312,2,0
35,350313,1,0
35,350313,2,0
35,350314,1,0
35,350314,2,0
35,350315,1,0
35,350315,2,0
35,350316,1,0
35,350316,2,0
35,350317,1,0
35,350318,1,0
35,350319,1,0
35,350319,2,4
35,350320,1,0
35,350321,1,0
35,350322,1,0
35,350323,1,5
35,350324,1,0
35,350325,1,0
35,350325,2,0
35,350325,3,4
35,350326,1,0
35,350328,1,0
35,350328,2,0
35,350329,1,0
35,350330,1,0
35,350331,1,0
35,350331,2,0
35,350332,1,0
35,350333,1,0
35,350334,1,0
35,350334,2,0
35,350335,1,4
35,350335,2,0
35,350336,1,0
35,350337,1,0
35,350338,1,0
35,350339,1,3
35,350340,1,0
35,350340,2,3
35,350341,1,0
35,350342,1,0
35,350343,1,99
35,350344,1,99
35,350344,2,0
36,360001,1,0
36,360002,1,0
36,360003,1,0
36,360003,2,0
36,360004,1,0
36,360005,1,0
36,360006,1,0
36,360007,1,0
36,360007,2,0
36,360008,1,0
36,360009,1,0
36,360010,1,0
36,360010,2,0
36,360011,1,0
36,360011,2,0
36,360012,1,0
36,360012,2,0
36,360013,1,0
36,360014,1,0
36,360015,1,0
36,360016,1,0
36,360017,1,0
36,360018,1,0
36,360018,2,0
36,360019,1,0
36,360019,2,0
36,360020,1,0
36,360020,2,0
36,360021,1,0
36,360022,1,0
36,360022,2,0
36,360023,1,0
36,360023,2,0
36,360024,1,0
36,360025,1,0
36,360026,1,0
36,360026,2,0
36,360027,1,0
36,360027,2,0
36,360028,1,0
36,360029,1,0
36,360030,1,0
36,360031,1,0
36,360031,2,95
36,360032,1,4
36,360032,2,0
36,360033,1,0
36,360033,2,0
36,360034,1,0
36,360035,1,0
36,360035,2,0
36,360036,1,0
36,360037,1,4
36,360037,2,0
36,360038,1,0
36,360039,1,0
36,360039,2,0
36,360040,1,0
36,360041,1,0
36,360041,2,0
36,360042,1,0
36,360042,2,0
36,360043,1,0
36,360043,2,0
36,360044,1,0
36,360045,1,0
36,360046,1,0
36,360047,1,5
36,360048,1,0
36,360049,1,0
36,360050,1,0
36,360050,2,0
36,360051,1,0
36,360052,1,0
36,360053,1,0
36,360054,1,0
36,360055,1,0
36,360056,1,0
36,360057,1,0
36,360058,1,0
36,360058,2,0
36,360059,1,0
36,360060,1,0
36,360061,1,0
36,360062,1,0
36,360063,1,0
36,360064,1,0
36,360065,1,0
36,360066,1,0
36,360066,2,0
36,360067,1,0
36,360068,1,0
36,360068,2,0
36,360068,3,0
36,360069,1,0
36,360070,1,0
36,360071,1,0
36,360072,1,0
36,360073,1,0
36,360074,1,0
36,360075,1,0
36,360076,1,0
36,360076,2,0
36,360076,3,0
36,360076,4,0
36,360077,1,0
36,360078,1,0
36,360079,1,0
36,360079,2,4
36,360080,1,0
36,360080,2,0
36,360081,1,0
36,360082,1,0
36,360083,1,0
36,360083,2,0
36,360084,1,0
36,360085,1,0
36,360086,1,0
36,360087,1,0
36,360087,2,0
36,360087,3,4
36,360088,1,0
36,360089,1,0
36,360090,1,0
36,360091,1,0
36,360092,1,0
36,360093,1,0
36,360093,2,0
36,360094,1,0
36,360095,1,0
36,360095,2,0
36,360096,1,0
36,360097,1,0
36,360098,1,0
36,360099,1,0
36,360100,1,0
36,360101,1,0
36,360101,2,0
36,360102,1,0
36,360103,1,0
36,360104,1,0
36,360105,1,0
36,360106,1,0
36,360107,1,0
36,360108,1,0
36,360109,1,0
36,360109,2,0
36,360110,1,4
36,360110,2,0
36,360111,1,0
36,360112,1,0
36,360113,1,0
36,360115,1,0
36,360115,2,0
36,360116,1,0
36,360117,1,0
36,360118,1,0
36,360119,1,0
36,360120,1,0
36,360120,2,0
36,360121,1,0
36,360122,1,0
36,360123,1,0
36,360124,1,0
36,360125,1,0
36,360126,1,0
36,360127,1,0
36,360128,1,0
36,360128,2,5
36,360129,1,0
36,360130,1,0
36,360131,1,0
36,360131,2,0
36,360132,1,0
36,360132,2,0
36,360132,3,0
36,360133,1,0
36,360134,1,0
36,360135,1,0
36,360135,2,0
36,360136,1,0
36,360137,1,0
36,360137,2,0
36,360138,1,0
36,360139,1,0
36,360140,1,0
36,360140,2,0
36,360141,1,0
36,360142,1,0
36,360143,1,0
36,360144,1,0
36,360145,1,0
36,360146,1,0
36,360146,2,0
36,360146,3,0
36,360147,1,0
36,360147,2,0
36,360148,1,0
36,360149,1,0
36,360149,2,0
36,360150,1,0
36,360151,1,0
36,360152,1,0
36,360153,1,0
36,360154,1,0
36,360154,2,0
36,360155,1,0
36,360156,1,0
36,360157,1,0
36,360157,2,0
36,360158,1,0
36,360158,2,0
36,360159,1,4
36,360159,2,0
36,360160,1,0
36,360161,1,0
36,360162,1,0
36,360162,2,0
36,360162,3,0
36,360163,1,0
36,360164,1,0
36,360165,1,0
36,360166,1,0
36,360167,1,95
36,360167,2,4
36,360168,1,0
36,360168,2,0
36,360169,1,0
36,360170,1,0
36,360171,1,0
36,360172,1,0
36,360172,2,0
36,360173,1,0
36,360174,1,0
36,360174,2,0
36,360175,1,0
36,360176,1,0
36,360177,1,0
36,360177,2,0
36,360178,1,0
36,360179,1,0
36,360180,1,0
36,360181,1,0
36,360182,1,4
36,360182,2,4
36,360183,1,0
36,360184,1,0
36,360185,1,0
36,360185,2,0
36,360186,1,0
36,360187,1,5
36,360188,1,0
36,360188,2,0
36,360189,1,0
36,360190,1,0
36,360190,2,0
36,360191,1,0
36,360192,1,0
36,360192,2,0
36,360193,1,0
36,360194,1,0
36,360195,1,0
36,360196,1,0
36,360197,1,0
36,360198,1,0
36,360199,1,0
36,360199,2,0
36,360200,1,0
36,360201,1,0
36,360202,1,0
36,360202,2,0
36,360203,1,0
36,360204,1,0
36,360205,1,0
36,360206,1,0
36,360206,2,0
36,360207,1,0
36,360207,2,0
36,360208,1,0
36,360208,2,0
36,360209,1,0
36,360209,2,0
36,360210,1,0
36,360210,2,0
36,360211,1,0
36,360212,1,0
36,360213,1,0
36,360213,2,0
36,360214,1,0
36,360215,1,0
36,360216,1,0
36,360217,1,0
36,360218,1,0
36,360218,2,0
36,360219,1,0
36,360219,2,0
36,360219,3,0
36,360219,4,0
36,360220,1,0
36,360221,1,0
36,360221,2,0
36,360222,1,0
36,360223,1,0
36,360224,1,0
36,360224,2,0
36,360225,1,0
36,360226,1,0
36,360227,1,0
36,360227,2,0
36,360228,2,0
36,360229,1,0
36,360230,1,0
36,360231,1,0
36,360232,1,0
36,360233,1,0
36,360234,1,0
36,360235,1,0
36,360235,2,0
36,360236,1,0
36,360237,1,0
36,360238,1,0
36,360239,1,0
36,360240,1,0
36,360241,1,0
36,360242,1,0
36,360243,1,0
36,360243,2,0
36,360243,3,0
36,360243,4,0
36,360244,1,0
36,360245,1,0
36,360246,1,0
36,360246,2,0
36,360247,1,0
36,360247,2,0
36,360248,1,0
36,360249,1,0
36,360250,1,0
36,360251,1,0
36,360252,1,0
36,360252,2,0
36,360253,1,0
36,360254,1,0
36,360254,2,0
36,360255,1,0
36,360256,1,0
36,360256,2,0
36,360257,1,0
36,360257,2,0
36,360258,1,0
36,360259,1,0
36,360260,1,0
36,360260,2,0
36,360261,1,0
36,360262,1,4
36,360262,2,0
36,360263,1,0
36,360264,1,0
36,360265,1,0
36,360265,2,0
36,360265,3,0
36,360266,1,0
36,360267,1,0
36,360268,1,0
36,360269,1,0
36,360270,1,0
36,360271,1,0
36,360271,2,0
36,360272,1,0
36,360273,1,0
36,360274,1,0
36,360274,2,0
36,360275,1,0
36,360275,2,0
36,360276,1,0
36,360277,1,0
36,360278,1,0
36,360279,1,0
36,360280,1,0
36,360281,1,0
36,360282,1,0
36,360283,1,0
36,360283,2,0
36,360284,1,0
36,360285,1,0
36,360286,1,0
36,360287,1,0
36,360288,1,0
36,360288,2,4
36,360289,1,0
36,360290,1,0
36,360291,1,0
36,360292,1,0
36,360293,1,0
36,360293,2,0
36,360294,1,0
36,360295,1,0
36,360296,1,0
36,360297,1,0
36,360298,1,0
36,360298,2,0
36,360299,1,0
36,360299,2,0
36,360300,1,0
36,360300,2,0
36,360301,1,0
36,360302,1,0
36,360303,1,0
36,360303,2,4
36,360304,1,0
36,360304,2,95
36,360305,1,0
36,360306,1,0
36,360306,2,0
36,360307,1,0
36,360308,1,0
36,360309,1,0
36,360310,1,0
36,360311,1,0
36,360312,1,0
36,360313,1,0
36,360313,2,0
36,360314,1,0
36,360314,2,0
36,360315,1,0
36,360316,1,0
36,360316,2,0
36,360317,1,0
36,360318,1,0
36,360319,1,0
36,360319,2,0
36,360320,1,0
36,360321,1,0
36,360322,1,0
36,360322,2,0
36,360322,3,4
36,360323,1,0
36,360324,1,0
36,360325,1,0
36,360326,1,0
36,360326,2,0
36,360327,1,0
36,360328,1,0
36,360329,1,0
36,360330,1,0
36,360331,1,0
36,360331,2,0
36,360332,1,5
36,360332,2,5
36,360333,1,0
36,360333,2,0
36,360334,1,0
36,360335,1,0
36,360336,1,0
36,360337,1,0
36,360338,1,0
36,360338,2,4
36,360339,1,0
36,360339,2,0
36,360340,1,0
36,360341,1,0
36,360341,2,4
36,360342,1,0
36,360342,2,0
36,360343,1,0
36,360343,2,0
36,360344,1,0
36,360344,2,0
36,360345,1,4
36,360345,2,0
36,360346,1,0
36,360347,1,0
36,360347,2,0
36,360348,1,0
36,360349,1,0
36,360349,2,0
36,360350,1,0
36,360351,1,0
36,360352,1,0
36,360352,2,0
36,360352,3,0
36,360353,1,0
36,360354,1,0
36,360354,2,0
36,360355,1,0
36,360355,2,0
36,360356,1,0
36,360357,1,4
36,360357,2,0
36,360358,1,0
36,360359,1,0
36,360360,1,0
36,360361,1,0
36,360361,2,0
36,360362,1,0
36,360362,2,0
36,360363,1,0
36,360364,1,0
36,360364,2,0
36,360364,3,0
36,360365,1,4
36,360365,2,0
36,360366,1,0
36,360367,1,0
36,360367,2,0
36,360367,3,0
36,360367,4,0
36,360368,1,0
36,360369,1,0
36,360370,1,0
36,360371,1,0
36,360372,1,0
36,360372,2,95
36,360373,1,0
36,360373,2,0
36,360374,1,0
36,360374,2,0
36,360374,3,0
36,360375,1,0
36,360375,2,0
36,360376,1,0
36,360376,2,0
36,360376,3,0
36,360377,1,0
36,360377,2,0
36,360378,1,0
